"Date","Price","Open","High","Low","Vol.","Change %"
"11/09/2021","23,833.3","23,833.3","24,125.0","23,750.0","14.84M","0.35%"
"11/08/2021","23,750.0","23,875.0","24,000.0","23,666.7","16.33M","-0.52%"
"11/05/2021","23,875.0","24,125.0","24,125.0","23,833.3","9.69M","-0.86%"
"11/04/2021","24,083.3","24,375.0","24,458.3","24,041.7","12.95M","-0.86%"
"11/03/2021","24,291.7","23,666.7","24,583.3","23,666.7","32.94M","2.64%"
"11/02/2021","23,666.7","23,583.3","23,750.0","23,541.7","10.32M","0.00%"
"11/01/2021","23,666.7","23,833.3","23,916.7","23,583.3","12.78M","-0.35%"
"10/29/2021","23,750.0","23,750.0","23,833.3","23,500.0","12.83M","0.00%"
"10/28/2021","23,750.0","23,875.0","23,875.0","23,625.0","10.54M","0.35%"
"10/27/2021","23,666.7","23,333.3","23,666.7","23,291.7","12.32M","1.61%"
"10/26/2021","23,291.7","23,083.3","23,291.7","23,000.0","8.20M","1.27%"
"10/25/2021","23,000.0","23,291.7","23,333.3","23,000.0","10.75M","-1.08%"
"10/22/2021","23,250.0","23,458.3","23,458.3","23,208.3","9.09M","0.00%"
"10/21/2021","23,250.0","23,750.0","23,750.0","23,250.0","12.23M","-1.06%"
"10/20/2021","23,500.0","23,750.0","23,750.0","23,166.7","10.73M","0.00%"
"10/19/2021","23,500.0","23,750.0","23,750.0","23,416.7","9.23M","-0.70%"
"10/18/2021","23,666.7","23,958.3","23,958.3","23,625.0","10.00M","0.00%"
"10/15/2021","23,666.7","23,958.3","23,958.3","23,625.0","9.83M","-0.35%"
"10/14/2021","23,750.0","23,958.3","24,000.0","23,750.0","12.83M","-0.35%"
"10/13/2021","23,833.3","24,250.0","24,250.0","23,833.3","11.73M","-0.52%"
"10/12/2021","23,958.3","24,291.7","24,291.7","23,791.7","17.85M","-0.17%"
"10/11/2021","24,000.0","23,166.7","24,000.0","23,125.0","30.26M","3.97%"
"10/08/2021","23,083.3","23,041.7","23,166.7","22,958.3","9.67M","0.18%"
"10/07/2021","23,041.7","23,250.0","23,250.0","22,958.3","7.73M","0.55%"
"10/06/2021","22,916.7","22,916.7","22,958.3","22,625.0","12.04M","0.37%"
"10/05/2021","22,833.3","22,541.7","22,833.3","22,541.7","11.36M","1.11%"
"10/04/2021","22,583.3","22,875.0","22,916.7","22,416.7","14.65M","-1.28%"
"10/01/2021","22,875.0","23,250.0","23,291.7","22,708.3","16.24M","-1.44%"
"09/30/2021","23,208.3","23,166.7","23,458.3","23,125.0","7.97M","0.18%"
"09/29/2021","23,166.7","23,333.3","23,500.0","23,125.0","13.33M","-0.71%"
"09/28/2021","23,333.3","23,333.3","23,416.7","23,166.7","8.87M","0.00%"
"09/27/2021","23,333.3","24,083.3","24,166.7","23,333.3","11.18M","-2.44%"
"09/24/2021","23,916.7","23,333.3","24,041.7","23,250.0","34.95M","2.87%"
"09/23/2021","23,250.0","23,333.3","23,500.0","23,166.7","14.15M","-0.36%"
"09/22/2021","23,333.3","23,333.3","23,458.3","23,083.3","11.16M","0.00%"
"09/21/2021","23,333.3","23,250.0","23,416.7","23,041.7","11.34M","-0.89%"
"09/20/2021","23,541.7","23,458.3","23,750.0","23,416.7","20.00M","1.44%"
"09/17/2021","23,208.3","23,333.3","23,333.3","23,041.7","11.66M","0.18%"
"09/16/2021","23,166.7","22,916.7","23,166.7","22,916.7","11.73M","1.28%"
"09/15/2021","22,875.0","22,916.7","23,000.0","22,666.7","14.34M","-0.54%"
"09/14/2021","23,000.0","23,083.3","23,333.3","23,000.0","11.48M","-1.08%"
"09/13/2021","23,250.0","23,291.7","23,583.3","23,125.0","16.56M","-1.06%"
"09/10/2021","23,500.0","23,666.7","23,666.7","23,500.0","10.17M","-0.70%"
"09/09/2021","23,666.7","23,500.0","23,750.0","23,333.3","12.60M","0.35%"
"09/08/2021","23,583.3","24,000.0","24,000.0","23,500.0","11.23M","-1.05%"
"09/07/2021","23,833.3","23,750.0","24,041.7","23,625.0","24.47M","1.06%"
"09/06/2021","23,583.3","23,291.7","23,625.0","23,083.3","20.80M","1.43%"
"09/01/2021","23,250.0","23,250.0","23,500.0","23,083.3","15.30M","0.00%"
"08/31/2021","23,250.0","23,833.3","23,916.7","23,250.0","12.44M","-1.76%"
"08/30/2021","23,666.7","23,416.7","24,083.3","23,333.3","19.01M","1.43%"
"08/27/2021","23,333.3","23,125.0","23,375.0","22,708.3","22.32M","-0.36%"
"08/26/2021","23,416.7","23,833.3","23,875.0","23,333.3","15.32M","-1.75%"
"08/25/2021","23,833.3","23,500.0","23,833.3","23,208.3","22.01M","0.17%"
"08/24/2021","23,791.7","23,833.3","23,958.3","23,416.7","16.78M","-0.17%"
"08/23/2021","23,833.3","24,583.3","24,791.7","23,791.7","26.40M","-4.35%"
"08/20/2021","24,916.7","25,833.3","25,833.3","24,541.7","38.27M","-3.86%"
"08/19/2021","25,916.7","25,666.7","25,916.7","25,250.0","25.30M","0.00%"
"08/18/2021","25,916.7","25,833.3","26,125.0","25,833.3","14.95M","-0.32%"
"08/17/2021","26,000.0","26,208.3","26,500.0","25,833.3","22.17M","0.65%"
"08/16/2021","25,833.3","24,666.7","26,000.0","24,583.3","38.35M","4.73%"
"08/13/2021","24,666.7","24,583.3","24,750.0","24,250.0","13.51M","0.34%"
"08/12/2021","24,583.3","24,833.3","25,000.0","24,583.3","11.69M","-0.67%"
"08/11/2021","24,750.0","24,750.0","25,166.7","24,583.3","23.44M","0.17%"
"08/10/2021","24,708.3","25,041.7","25,166.7","24,583.3","16.56M","-0.84%"
"08/09/2021","24,916.7","24,416.7","24,916.7","24,250.0","15.42M","0.84%"
"08/06/2021","24,708.3","25,000.0","25,083.3","24,666.7","16.42M","-1.17%"
"08/05/2021","25,000.0","24,666.7","25,000.0","24,500.0","20.00M","1.01%"
"08/04/2021","24,750.0","24,583.3","24,875.0","24,541.7","20.89M","1.37%"
"08/03/2021","24,416.7","24,083.3","24,500.0","24,000.0","23.18M","1.74%"
"08/02/2021","24,000.0","24,083.3","24,250.0","23,833.3","15.16M","-0.35%"
"07/30/2021","24,083.3","23,750.0","24,333.3","23,666.7","22.76M","1.76%"
"07/29/2021","23,666.7","23,250.0","23,666.7","23,166.7","18.15M","2.90%"
"07/28/2021","23,000.0","22,875.0","23,208.3","22,791.7","7.39M","0.73%"
"07/27/2021","22,833.3","22,833.3","23,125.0","22,750.0","13.92M","0.74%"
"07/26/2021","22,666.7","22,750.0","23,041.7","22,333.3","19.20M","-1.98%"
"07/23/2021","23,125.0","23,416.7","23,666.7","23,125.0","14.22M","-2.12%"
"07/22/2021","23,625.0","23,333.3","23,750.0","22,916.7","12.24M","1.25%"
"07/21/2021","23,333.3","23,416.7","23,833.3","23,250.0","14.70M","0.36%"
"07/20/2021","23,250.0","23,083.3","23,250.0","22,083.3","18.64M","2.76%"
"07/19/2021","22,625.0","23,333.3","23,916.7","22,583.3","26.58M","-6.70%"
"07/16/2021","24,250.0","24,583.3","24,666.7","24,125.0","13.57M","-0.68%"
"07/15/2021","24,416.7","23,833.3","24,541.7","23,750.0","19.36M","1.56%"
"07/14/2021","24,041.7","24,833.3","24,875.0","23,583.3","23.96M","-3.19%"
"07/13/2021","24,833.3","25,083.3","25,500.0","24,416.7","15.07M","0.00%"
"07/12/2021","24,833.3","26,333.3","26,500.0","24,083.3","41.44M","-3.87%"
"07/09/2021","25,833.3","25,709.9","26,296.3","25,432.1","61.67M","-0.59%"
"07/08/2021","25,987.7","25,987.7","26,358.0","25,679.0","33.26M","0.00%"
"07/07/2021","25,987.7","25,308.6","25,987.7","24,382.7","51.25M","4.99%"
"07/06/2021","24,753.1","26,728.4","26,821.0","24,753.1","36.37M","-6.96%"
"07/05/2021","26,604.9","26,851.9","26,882.7","26,080.2","42.67M","-0.81%"
"07/02/2021","26,821.0","27,037.0","27,037.0","26,759.3","28.77M","0.00%"
"07/01/2021","26,821.0","26,790.1","26,975.3","26,388.9","39.69M","0.23%"
